object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
37544,,L. 6 1/4 in. (15.8 cm),Ceramics,Water Dropper in the Form of a Kneeling Hunchbacked Chinese Man 14th–ca. mid-16th century Thailand (Si Satchanalai) Earthenware L. 6 1/4 in. (15.8 cm)...,0,,
37556,,H. 16 5/8 in. (42.2 cm);  Diam. 4 3/4 in. (12.1 cm),Ceramics,Meiping 14th century Vietnam Stoneware with underglaze cobalt blue decoration H. 16 5/8 in. (42.2 cm); Diam. 4 3/4 in. (12.1 cm) Ceramics Gift of Betty...,0,,
37557,,H. 15 1/4 in. (38.7 cm) | Diam. of base: 6 in. (15.2 cm),Ceramics,"This well-painted jar shows the influence of fourteenth-century Chinese porcelain in the structured composition, the rendering of the peony scrolls, and...",0,,
37558,,H. 11 1/2 in. (29.2 cm),Ceramics,"Fanciful shapes, including vessels in the form of birds, animals, and human figures, as well as abstract designs characterize blue-and-white and other...",0,,
37588,,H. 2 in. (5.1 cm); Diam. 8 1/4 in. (21 cm),Ceramics,Ceramics were produced in some number in the kingdom of Lan Na centered in northern Thailand. More than 200 kilns have been found in the vicinity of...,0,,
37620,Bronze and Iron Age period,H. 5 3/8 in. (13.7 cm); W. 3 1/2in. (8.9cm),Sculpture,"Standing Male Figure Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Earthenware H. 5 3/8 in. (13.7 cm); W. 3 1/2in....",0,,
37621,Bronze and Iron Age period,Approx. L. 24 in. (61 cm),Metalwork,"The flamboyant curved blade and asymmetrically placed splayed socket of this piece are typical of works from Java and Sulewasi, produced in full size...",0,,
37630,,H. 7 1/2 in. (19.1 cm),Sculpture,"This portrait is inscribed with the name of Marpa (1012–1097), one of the seminal figures of early Tibetan Buddhism who was renowned as the principal...",0,,
37650,Late period,H. 11 1/4 in. (28.6 cm); Diam. 10 1/2 in. (26.7 cm),Ceramics,Vessel with Pedestal Late period 300 BCE–200 CE Thailand Earthenware with buff slip and red oxide decoration H. 11 1/4 in. (28.6 cm); Diam. 10 1/2 in....,0,,
37665,,H. 28 1/16 in. (71.3 cm); W. 18 1/2 in. (47 cm),Furniture,"This cabinet was designed to house utensils for ritual activity, likely in a chapel where invocations were performed for the protective deities. It is...",0,,
37680,,Diam. 7 11/16 in. (19.5 cm),Metalwork,Decorating the side of this basin is a frieze depicting two dragons attacking a boy. The youth holds a flower to his nose and clutches the horn of an...,0,,
37681,,L. 9 in. (22.9 cm) | ,Metalwork,A similar incense burner was found in a monastic cell at the north Indian site of Kushinagara.,0,,
37683,Eastern Javanese period,H. 5 11/16 in. (14.4 cm),Metalwork,"Mirror Handle Eastern Javanese period ca. late 11th–12th century Indonesia (Java) Bronze H. 5 11/16 in. (14.4 cm) Metalwork Samuel Eilenberg Collection,...",0,,
37686,Eastern Javanese period,H. 6 5/8 in. (16.8 cm),Metalwork,"Hand Bell Eastern Javanese period ca. 13th–14th century Indonesia (Java) Bronze H. 6 5/8 in. (16.8 cm) Metalwork Samuel Eilenberg Collection, Gift of...",0,,
37687,Eastern Javanese period,H. 8 1/10 in. (20.6 cm),Metalwork,"Hand Bell Eastern Javanese period ca. 11th–12th century Indonesia (Java) Bronze H. 8 1/10 in. (20.6 cm) Metalwork Samuel Eilenberg Collection, Gift of...",0,,
37688,Eastern Javanese period,H. 13 3/4 in. (34.9 cm),Metalwork,"Temple Bell Eastern Javanese period ca. 11th–12th century Indonesia (Java) Bronze H. 13 3/4 in. (34.9 cm) Metalwork Samuel Eilenberg Collection, Gift of...",0,,
37689,Eastern Javanese period,H. 5 15/16 in. (15.1 cm),Metalwork,"Hand Bell Eastern Javanese period ca. 13th–14th century Indonesia (Java) Bronze H. 5 15/16 in. (15.1 cm) Metalwork Samuel Eilenberg Collection, Gift of...",0,,
37691,Eastern Javanese period,H. 6 5/8 in. (16.9 cm),Metalwork,"Hand Bell Eastern Javanese period ca. late 13th–14th century Indonesia (Java) Bronze H. 6 5/8 in. (16.9 cm) Metalwork Samuel Eilenberg Collection, Gift...",0,,
37692,Eastern Javanese period,H. 6 in. (15.2 cm),Metalwork,Hand Bell Eastern Javanese period second half of the 10th–11th century Indonesia (Java) Bronze H. 6 in. (15.2 cm) Metalwork Samuel Eilenberg...,0,,
37697,Eastern Javanese period,H. 5 1/2 in. (14 cm),Metalwork,Rattle with a Coiled Serpent Eastern Javanese period ca. 13th–14th century Indonesia (Java) Bronze H. 5 1/2 in. (14 cm) Metalwork Samuel Eilenberg...,0,,
37699,Eastern Javanese period,H. 16 in. (40.7 cm),Metalwork,"Slit Gong (Kentongan) Eastern Javanese period ca. 13th century Indonesia (Java) Bronze H. 16 in. (40.7 cm) Metalwork Samuel Eilenberg Collection, Gift...",0,,
37702,Eastern Javanese period,H. (without base) 4 9/16 in. (11.6 cm),Metalwork,Naga Spout from a Holy-Water Vessel Eastern Javanese period ca. 13th century Indonesia (Java) Bronze H. (without base) 4 9/16 in. (11.6 cm) Metalwork...,0,,
37704,Eastern Javanese period,H. 10 5/16 in. (26.2 cm),Metalwork,"Holy-Water Vessel Eastern Javanese period ca. 14th century Indonesia (Java) Bronze H. 10 5/16 in. (26.2 cm) Metalwork Samuel Eilenberg Collection, Gift...",0,,
37706,Eastern Javanese period,H. 13 5/8 in. (34.6 cm),Metalwork,"Decorated Lid(?) Eastern Javanese period ca. 12th–14th century Indonesia (Java) Bronze H. 13 5/8 in. (34.6 cm) Metalwork Samuel Eilenberg Collection,...",0,,
37707,Eastern Javanese period,L. 4 15/16 in. (12.5 cm),Metalwork,Hinged Box in the Form of a Tortoise Eastern Javanese period ca. 13th century Indonesia (Java) Bronze L. 4 15/16 in. (12.5 cm) Metalwork Samuel...,0,,
37711,Eastern Javanese period,Diam. 7 5/16 in. (18.6 cm),Metalwork,"Holy-Water Vessel Eastern Javanese period 11th–12th century Indonesia (Java) Bronze Diam. 7 5/16 in. (18.6 cm) Metalwork Samuel Eilenberg Collection,...",0,,
37727,Eastern Javanese period,H. 17 1/4 in. (43.8 cm),Metalwork,"Slit Gong (Kentongan) Eastern Javanese period ca. 13th century Indonesia (Java) Bronze H. 17 1/4 in. (43.8 cm) Metalwork Samuel Eilenberg Collection,...",0,,
37734,,W. 1 1/8 in. (2.9 cm),Jewelry,Intaglio Ring with Two Figures ca. 1st century BCE Pakistan (ancient region of Gandhara) Bronze W. 1 1/8 in. (2.9 cm) Jewelry Samuel Eilenberg...,0,,
37743,Bronze and Iron Age,H. 41 3/8 in. (105.1 cm); W. 26 1/2 in. (67.3 cm),Metalwork,"This remarkable ceremonial object, a conceptual as well as technical tour de force, almost certainly functioned as a percussive instrument to be...",0,,
37747,Bronze and Iron Age period,H. 6 in. (15.2 cm); W. 6 1/2 in. (16.5 cm); D. 5 in. (12.7 cm),Metalwork,Box for Betel Leaves Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Sulawesi) Bronze H. 6 in. (15.2 cm); W. 6 1/2 in. (16.5 cm); D. 5 in....,0,,
37748,Bronze and Iron Age period,L. 3 3/4 in. (9.5 cm),Metalwork,"Ax Head with Bearded Face Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia Bronze L. 3 3/4 in. (9.5 cm) Metalwork Samuel Eilenberg Collection,...",0,,
38187,,H. 4 3/4 in. (12.1 cm),Sculpture,Mirror Handle: Standing Woman ca. 1st century BCE Pakistan (ancient region of Gandhara) Phyllitic schist H. 4 3/4 in. (12.1 cm) Sculpture Samuel...,0,,
38199,Gupta period,H. 59 in. (149.9 cm); W. 24 in. (61 cm); D. 8 in. (20.3 cm),Sculpture,"Nagas (serpent deities) are associated with water and agricultural abundance, but at the same time they are venomous and bring floods and destruction....",0,,
38205,Gupta period,H. 10 1/4 in. (26 cm); W. 4 in. (10.2 cm); D. 1 3/4 in. (4.4 cm),Sculpture,Standing Four-Armed Vishnu Gupta period 5th century India (Uttar Pradesh) Terracotta H. 10 1/4 in. (26 cm); W. 4 in. (10.2 cm); D. 1 3/4 in. (4.4 cm)...,0,,
38221,,Diam. 3 1/2 in. (8.9 cm),Metalwork,"The goddess Hariti is shown nursing a child and sitting on a throne flanked by lotuses and surmounted by auspicious geese (hamsa), the Buddha’s...",0,,
38222,,H. 3 1/2 in. (8.9 cm); W. 2 1/4 in. (4.7 cm); D. 1/2 in. (1.3 cm),Sculpture,"Such portable shrines from Gandhara have been found in Khotan, providing a rare glimpse into how style and religious iconography traveled into Central...",0,,
38223,,H. 6 in. (15.2 cm); W. 3 1/2 in. (8.9 cm); D. 5/8 in. (1.6 cm),Sculpture,The upper panel shows the Buddha&#x27;s first sermon; the lower one shows him surrounded by figures and a tree.,0,,
38224,,H. 4 3/8 in. (11.1 cm); W. 1 1/4 in. (3.2 cm); D. 1 in. (2.5 cm),Sculpture,This wedge-shaped quarter section is part of a shrine that would have been circular when closed. The upper four interior registers show events from...,0,,
38232,,H. 16 in. (40.6 cm); W. 10 3/4 in. (27.3 cm); D. 11 in. (27.9 cm),Sculpture,Monumental Head of Buddha 4th–5th century Pakistan (ancient region of Gandhara) or Afghanistan Stucco H. 16 in. (40.6 cm); W. 10 3/4 in. (27.3 cm); D....,0,,
38237,Ikshvaku period (ca. 225–ca. 320),H. 30 in. (76.2 cm); W. 11 in. (27.9 cm); D. 4 1/2 in. (11.4 cm),Sculpture,"Provenance Information: Purchased from David Tremayne Ltd, London, by Jeffrey B. Soref on February 13, 1987; Collection of Jeffrey B. Soref from 1987 through 2016; Purchased from Jeff Soref by The Metropolitan Museum of Art in 2016",0,,
38238,Ikshvaku,H. 48 in. (121.9 cm); W. 29 3/4 in. (75.6 cm); D. 6 3/4 in. (17.1 cm),Sculpture,"This panel depicts a grandly decorated stupa with the Buddha at its entrance, his hand raised to grant protection. The scene represents his descent, at...",0,,
38243,,H. 16 in. (40.6 cm); W. 13 1/4 in. (33.6 cm); D. 1 5/8 in. (4.1 cm),Sculpture,"This tile decorated the courtyard of an apsidal temple at Harwan, in Kashmir. As this site has a Buddhist affiliation, the presence of emaciated nude...",0,,
38245,,H. 5 3/8 in. (13.6 cm); W. 4 3/8 in. (11.1 cm); D. 2 9/16 in. (6.5 cm),Sculpture,"This container likely served as a Buddhist reliquary. There are three scenes: the first shows the miraculous birth of Siddhartha, the historical Buddha....",0,,
38247,,H. 3 1/4 in. (8.3 cm); W. 2 3/4 in. (7 cm); D. 1/2 in. (1.3 cm),Sculpture,"Vishnu Rescuing Gajendra, the Lord of the Elephants 8th–9th century India (Jammu and Kashmir, ancient kingdom of Kashmir) Stone H. 3 1/4 in. (8.3 cm);...",0,,
38256,,H. 11 in. (28 cm); W. 6 3/8 in. (16.2 cm),Sculpture,"A devotee used this charming rendering of the Shiva family assembled on a single pedestal for worship, likely in a private chapel. Shiva holds a rosary...",0,,
38258,,H. 8 in. (20.3 cm); W. 3 1/2 in. (8.9 cm); D. 2 3/8 in. (6 cm),Sculpture,"Amoghasiddhi is one of the five Transcendent Buddhas of Esoteric Buddhism. He displays a four-pronged visvavajra, or thunderbolt emblem, signifying the...",0,,
38259,,H. 6 7/8 in. (15 cm); W. 3 1/4 in. (8.3  cm),Sculpture,"The Buddhist embodiment of transcendent wisdom wields a sword in one hand and a manuscript in the other, evoking the cutting away of ignorance and the...",0,,
38263,,H. 18 1/8 in. (46 cm),Sculpture,"Head of a Male Deity ca. 13th century Indonesia (Kutei region, Kalimantan) Stone H. 18 1/8 in. (46 cm) Sculpture Gift of Evelyn Kossak, The Kronos...",0,,
38267,Central Javanese period,H. 13 3/8 in. (34 cm); W. 9 13/16 in. (25 cm),Sculpture,"Head of a Buddha Central Javanese period 9th century Indonesia (Java) Andesite H. 13 3/8 in. (34 cm); W. 9 13/16 in. (25 cm) Sculpture Rogers Fund, 1982...",0,,
38269,Central Javanese period,H. 10 3/16 in. (25.9 cm); W. 12 3/4 in. (32.4 cm); D. 8 7/8 in. (22.5 cm),Sculpture,"Male Deity, probably Padmapani Central Javanese period ca. late 9th century Indonesia (Java) Andesite H. 10 3/16 in. (25.9 cm); W. 12 3/4 in. (32.4 cm);...",0,,
38270,Central Javanese period,H. 12 in. (30.5 cm); W. 14 1/4 in. (36.2 cm),Sculpture,Torso of a Bodhisattva Central Javanese period 9th century Indonesia (Java) Andesite H. 12 in. (30.5 cm); W. 14 1/4 in. (36.2 cm) Sculpture Gift of...,0,,
38273,Central Javanese period,H. 60 1/16 in. (152.5 cm),Sculpture,"Representations of the goddess Durga killing the buffalo demon are celebrated throughout India. Transmitted to Southeast Asia, the theme appears in...",0,,
38278,probably Central Javanese period,H. 13 1/8 in. (33.3 cm); W. 15 5/16 in. (38.9 cm); D. 11 3/4 in. (29.8 cm),Sculpture,Architectural Element with Head of a Buddha probably Central Javanese period 9th–10th century Indonesia (Java) Terracotta H. 13 1/8 in. (33.3 cm); W. 15...,0,,
38281,Central or Eastern Javanese period,H. 15 7/8 in. (40.3 cm); W. 13 7/8 in. (35.2 cm),Sculpture,Water Spout in the Form of a Makara Central or Eastern Javanese period ca. 10th century Indonesia (Java) Andesite H. 15 7/8 in. (40.3 cm); W. 13 7/8 in....,0,,
38282,Central Javanese period,H. 9 in. (22.9 cm); W. 13 3/4 in. (35 cm); D. 12 3/8 in. (31.5 cm),Sculpture,Bust of a Bodhisattva Central Javanese period 9th–10th century Indonesia (Java) Andesite H. 9 in. (22.9 cm); W. 13 3/4 in. (35 cm); D. 12 3/8 in. (31.5...,0,,
38100,,H. 9 13/16 in. (24.9 cm),Sculpture,Such volutes were affixed to the drums of small stupas to support garlands of flowers. These auspicious figures are among the earliest forms of...,0,,
38102,,H. 9 1/4 in. (23.5 cm),Sculpture,"This vessel, of indeterminate function, is a rare early example of female cult imagery. The form is not typical of early India and relates more closely...",0,,
38103,,H. 3 1/16 (7.8 cm),Sculpture,"Standing Female Figure with an Offering 1st–2nd century India Gold H. 3 1/16 (7.8 cm) Sculpture Samuel Eilenberg Collection, Gift of Samuel Eilenberg,...",0,,
38108,,H. 30 in. (76.2 cm); W. 17 in. (43.2 cm); D. 9 in. (22.9 cm),Sculpture,"This image was made at a time when the naturalism of the earlier sculptural tradition was giving way to a greater formality, as artists strove to depict...",0,,
38109,,H. 30 5/8 in. (77.8 cm),Sculpture,This sculpture is a product of the latest period of greater Gandharan production. It is stylistically related to Shahi sculpture of northern Pakistan...,0,,
38111,,Diam. 3 5/8 in. (9.2 cm),Sculpture,"Inscription: Six line inscription running around lid and body, in Kharoshti:In the sixty-third (63) year of the late Great King Aya [Azes], on the sixteenth day of the month Kartia [Karttika]; at this auspicious (?) time, Prince Idravarma [Indravarman], son of the King of Apraca, establishes these bodily relics of Lord Sakyamuni in a secure, deep, previously unestablished place; he produces brahma-merit together with his mother Rukhunaka, daughter of Ai (and) wife of the King of Apraca, with (his) maternal uncle Ramaka, with (his) maternal uncle&#x27;s wife Dasaka, with (his) sisters and wife--Vasavadatta,   Mahaveda, and Nika, and (his) wife Utara",0,,
38303,Angkor period,H. 33 in. (83.3 cm); W. 16 1/2 in. (41.9 cm); D. 9 in. (22.9 cm),Sculpture,"These two dancers, on lotus flowers within an arch, are celestial goddesses (apsaras). Their high tiaras, enigmatic smiles, and outward-turned sampots...",0,,
38304,Angkor period,H. 52 in. (132.1 cm); W. 29 in. (73.7 cm),Sculpture,This colossal bust of the Esoteric Buddhist god Hevajra comes from the ruins of the ancient site of Angkor in northwestern Cambodia. It is said to have...,0,,
38119,Kushan period,H. 10 15/16 in. (27.8 cm),Sculpture,"After reaching enlightenment at Bodhgaya, Shakyamuni meditated and fasted for forty-nine days. Thus, showing him as an emaciated renouncer relates to...",0,,
38314,,H. 50 1/2 in. (128.3 cm),Sculpture,"Located on a major sea route between India and China, Champa, in the central part of Vietnam, played an important role in early Southeast Asian history....",0,,
38127,Pala period,H. 38 in. (96.5 cm); W. 20 in. (50.8 cm); D. 7 1/2 in. (19.1 cm),Sculpture,"This is an extremely rare representation of Shiva as Mrityunjaya, the destroyer of death and disease. He is shown deep in meditation in yogic form, as...",0,,
38128,Pala period,H. 7 1/16 in. (18 cm); W. 2 1/2 in. (6.4 cm) D. 13/16 in. (2 cm),Sculpture,"The Buddha touches the ground with his right hand, calling on the Earth goddess to testify to his past merit.",0,,
38322,early Malla period,H. 70 5/8 in. (179.4 cm); W. 20 11/16 in. (52.6 cm); D. 10 1/2 in. (26.7 cm),Sculpture,"In Nepal a popular manifestation of Avalokiteshvara is the eight-armed Amoghapasa, the lord whose noose (pasa) never fails to bind and secure...",0,,
38131,Pala period,H. 8 1/16 in. (20.5 cm); W. 3 3/4 in. (9.5 cm); D. 3 5/8 in. (9.2 cm),Shell,"The central medallion shows Narayana, a form of Vishnu, seated in a pavilion with his consort Lakshmi.",0,,
38132,Pala period,H. 6 in. (15.2 cm); W. 4 1/8 in. (10.5 cm); D. 3 5/8 in. (9.2 cm),Sculpture,Carved Conch Pala period 11th century or earlier India Shell H. 6 in. (15.2 cm); W. 4 1/8 in. (10.5 cm); D. 3 5/8 in. (9.2 cm) Sculpture Gift of Evelyn...,0,,
38133,Pandyan period (early 4th–13th century),H. 9 ft. 9 in. (296.8 cm),Sculpture,"[ Rama Murti Indian, Madras, India, until 1968, sold to Essajees ];; [ Essajees , Mumbai, until 1968, sold to the Narangs ];; [ The Narangs Indian, New York and London, until 1970, sold to Spink &amp; Son ];; [ Spink &amp; Son Ltd",0,,
38134,Pandya dynasty,H. 54 1/4 in. (137.8 cm); W. 41 in. (104.2 cm); D. 24 in. (61 cm),Sculpture,"Garuda is the great solar bird ridden by the Hindu god Visnhu. In this representation, however, his only birdlike characteristics are wings, the tips of...",0,,
38330,Thakuri period,H. 12 1/2 in. (31.8 cm); H. incl. base 14 1/4 in. (36.2 cm); W. 6 1/4 in. (15.9 cm); D. 3 1/4 in. (8.3 cm),Sculpture,"[ Ben Heller, Inc. , New York, by 1968 unti ca. 1970, sold to Humann]; Christian Humann , New York (ca. 1970 until d. 1981, estate sale by Ellsworth to MMA); [ R. H. Ellsworth Ltd. , New York, 1982, sold to MMA]",0,,
